0.03 0
0.09 0
0.15 0
0.21 0
0.27 0
0.33 0
0.39 0
0.45 0
0.51 0
0.57 0
0.63 0
0.69 0
0.75 0
0.81 0
0.87 0
0.93 0
0.99 0
1.05 0
1.11 4.41949e-06
1.17 0.000319478
1.23 0.0173896
1.29 0.220738
1.35 1.02048
1.41 2.27368
1.47 2.94059
1.53 2.5562
1.59 1.66357
1.65 0.877259
1.71 0.390134
1.77 0.109358
1.83 0.0102828
1.89 0.00181569
1.95 0.0175056
2.01 0.064171
2.07 0.141811
2.13 0.298156
2.19 0.586706
2.25 1.03189
2.31 1.57508
2.37 2.04921
2.43 2.2712
2.49 2.18107
2.55 1.88595
2.61 1.58541
2.67 1.42018
2.73 1.40498
2.79 1.45468
2.85 1.45463
2.91 1.33714
2.97 1.10994
3.03 0.837313
3.09 0.596471
3.15 0.43674
3.21 0.369921
3.27 0.381629
3.33 0.439806
3.39 0.517736
3.45 0.600244
3.51 0.691707
3.57 0.797265
3.63 0.90839
3.69 0.989636
3.75 1.00442
3.81 0.946801
3.87 0.857224
3.93 0.804915
3.99 0.847228
4.05 0.997188
4.11 1.21472
4.17 1.4255
4.23 1.56072
4.29 1.58671
4.35 1.51038
4.41 1.36603
4.47 1.19038
4.53 1.01166
4.59 0.858605
4.65 0.757182
4.71 0.725181
4.77 0.763456
4.83 0.852823
4.89 0.964885
4.95 1.06953
5.01 1.14048
5.07 1.16607
5.13 1.14613
5.19 1.09829
5.25 1.04953
5.31 1.02125
5.37 1.01636
5.43 1.02039
5.49 1.00686
5.55 0.959044
5.61 0.874365
5.67 0.766309
5.73 0.662124
5.79 0.587792
5.85 0.562894
5.91 0.59128
5.97 0.664013
