0 -7.2903866
0.25 -7.2903879
0.5 -7.2903868
0.75 -7.2903857
1 -7.2903854
1.25 -7.2903861
1.5 -7.2903873
1.75 -7.2903858
2 -7.2903866
2.25 -7.2903862
2.5 -7.2903855
2.75 -7.290387
3 -7.290385
3.25 -7.2903852
3.5 -7.2903869
3.75 -7.2903863
4 -7.2903859
4.25 -7.2903855
4.5 -7.2903865
4.75 -7.2903846
5 -7.2903865
5.25 -7.290387
5.5 -7.2903853
5.75 -7.2903843
6 -7.2903845
6.25 -7.290387
6.5 -7.2903851
6.75 -7.2903862
7 -7.2903862
7.25 -7.2903848
7.5 -7.2903865
7.75 -7.290385
8 -7.2903861
8.25 -7.2903864
8.5 -7.2903862
8.75 -7.2903851
9 -7.2903859
9.25 -7.290384
9.5 -7.2903856
9.75 -7.2903858
10 -7.2903861
10.25 -7.2903848
10.5 -7.2903854
10.75 -7.290386
11 -7.290387
11.25 -7.2903853
11.5 -7.2903841
11.75 -7.2903868
12 -7.290386
12.25 -7.2903867
12.5 -7.2903865
12.75 -7.2903847
13 -7.2903853
13.25 -7.2903861
13.5 -7.290387
13.75 -7.2903857
14 -7.2903848
14.25 -7.290386
14.5 -7.2903866
14.75 -7.290386
15 -7.2903852
15.25 -7.2903848
15.5 -7.2903863
15.75 -7.2903853
16 -7.2903855
16.25 -7.2903858
16.5 -7.2903859
16.75 -7.290387
17 -7.2903855
17.25 -7.2903862
17.5 -7.2903857
17.75 -7.290387
18 -7.2903866
18.25 -7.2903853
18.5 -7.2903864
18.75 -7.2903861
19 -7.2903864
19.25 -7.2903848
19.5 -7.2903844
19.75 -7.2903854
20 -7.290384
20.25 -7.2903856
20.5 -7.2903864
20.75 -7.2903873
21 -7.2903852
21.25 -7.2903864
21.5 -7.2903871
21.75 -7.2903857
22 -7.2903853
22.25 -7.2903853
22.5 -7.2903854
22.75 -7.2903843
23 -7.2903867
23.25 -7.2903853
23.5 -7.2903865
23.75 -7.2903845
24 -7.2903861
24.25 -7.2903873
24.5 -7.2903846
24.75 -7.2903849
25 -7.2903856
25.25 -7.2903868
25.5 -7.2903858
25.75 -7.2903865
26 -7.2903855
26.25 -7.2903856
26.5 -7.290384
26.75 -7.2903866
27 -7.290384
27.25 -7.2903848
27.5 -7.2903858
27.75 -7.2903846
28 -7.2903848
28.25 -7.2903853
28.5 -7.290386
28.75 -7.290386
29 -7.2903859
29.25 -7.2903856
29.5 -7.2903862
29.75 -7.2903854
30 -7.2903842
30.25 -7.2903864
30.5 -7.2903842
30.75 -7.2903859
31 -7.2903847
31.25 -7.2903862
31.5 -7.2903849
31.75 -7.2903848
32 -7.2903838
32.25 -7.2903846
32.5 -7.2903852
32.75 -7.2903857
33 -7.2903862
33.25 -7.2903847
33.5 -7.290385
33.75 -7.2903844
34 -7.2903863
34.25 -7.2903855
34.5 -7.2903847
34.75 -7.2903848
35 -7.2903847
35.25 -7.2903865
35.5 -7.2903863
35.75 -7.2903858
36 -7.2903851
36.25 -7.2903867
36.5 -7.2903833
36.75 -7.2903851
37 -7.2903872
37.25 -7.2903866
37.5 -7.2903852
37.75 -7.2903849
38 -7.2903858
38.25 -7.2903861
38.5 -7.2903858
38.75 -7.2903858
39 -7.2903851
39.25 -7.2903857
39.5 -7.2903842
39.75 -7.2903859
40 -7.290385
40.25 -7.2903859
40.5 -7.2903846
40.75 -7.2903844
41 -7.2903852
41.25 -7.2903854
41.5 -7.2903855
41.75 -7.2903836
42 -7.2903846
42.25 -7.2903839
42.5 -7.2903854
42.75 -7.2903847
43 -7.2903847
43.25 -7.290385
43.5 -7.2903855
43.75 -7.2903849
44 -7.2903859
44.25 -7.2903848
44.5 -7.2903855
44.75 -7.2903863
45 -7.2903861
45.25 -7.2903851
45.5 -7.290385
45.75 -7.2903863
46 -7.2903863
46.25 -7.2903857
46.5 -7.2903868
46.75 -7.2903865
47 -7.2903854
47.25 -7.2903849
47.5 -7.2903866
47.75 -7.2903864
48 -7.2903842
48.25 -7.2903861
48.5 -7.2903865
48.75 -7.2903843
49 -7.2903853
49.25 -7.2903855
49.5 -7.2903854
49.75 -7.2903857
50 -7.2903859
50.25 -7.2903837
50.5 -7.290385
50.75 -7.2903843
51 -7.2903859
51.25 -7.2903857
51.5 -7.2903862
51.75 -7.2903864
52 -7.2903856
52.25 -7.2903852
52.5 -7.2903845
52.75 -7.2903841
53 -7.2903866
53.25 -7.2903847
53.5 -7.2903851
53.75 -7.2903872
54 -7.2903847
54.25 -7.2903871
54.5 -7.2903854
54.75 -7.2903869
55 -7.2903851
55.25 -7.2903844
55.5 -7.2903861
55.75 -7.2903864
56 -7.2903869
56.25 -7.2903843
56.5 -7.2903877
56.75 -7.2903853
57 -7.2903843
57.25 -7.2903843
57.5 -7.2903848
57.75 -7.2903848
58 -7.2903849
58.25 -7.2903862
58.5 -7.2903845
58.75 -7.2903862
59 -7.2903855
59.25 -7.2903844
59.5 -7.2903872
59.75 -7.2903852
60 -7.2903858
