0 -7.2889273
1 -7.2888934
2 -7.2888847
3 -7.288887
4 -7.2889389
5 -7.2888861
6 -7.2888834
7 -7.2889176
8 -7.2888906
9 -7.2888975
10 -7.2889263
11 -7.288902
12 -7.2889055
13 -7.2888923
14 -7.2888913
15 -7.2889013
16 -7.2888855
17 -7.2888936
18 -7.2888978
19 -7.2888827
20 -7.2889115
21 -7.288878
22 -7.2888968
23 -7.288886
24 -7.2888648
25 -7.288906
26 -7.2888841
27 -7.2888717
28 -7.2889082
29 -7.2888847
30 -7.2888828
31 -7.2888846
32 -7.2888913
33 -7.2888915
34 -7.2888744
35 -7.2888721
36 -7.28887
37 -7.2888796
38 -7.2888682
39 -7.2888673
40 -7.2888645
41 -7.2888734
42 -7.2888578
43 -7.2888208
44 -7.2888569
45 -7.2888762
46 -7.2888851
47 -7.2888377
48 -7.2888745
49 -7.2888511
50 -7.2888658
51 -7.2888669
52 -7.2888499
53 -7.2888443
54 -7.2888424
55 -7.2888749
56 -7.2888575
57 -7.2888738
58 -7.2888434
59 -7.28887
60 -7.2888918
